price,price2,miles,fuel type,exterior color,interior color,drivetrain,transmission,engine,VIN,name,seller_address,id,model_name
"$27,116",,186 miles, Gasoline, Shadow Black,, RWD, 10-Speed Automatic, 2.3L I4 16V GDI DOHC Turbo, 1FATP8UH5J5184692,New 2018 Ford Mustang EcoBoost,"12836 Hwy 21, De Soto, MO 63020",745411027,Mustang
"$15,999",,"48,054 miles", Gasoline, Ruby Red Metallic Tinted Clearcoat, Charcoal Black, RWD, 6-Speed Manual, 3.7L V6 24V MPFI DOHC, 1ZVBP8AM5E5271728,Certified 2014 Ford Mustang V6 Premium,"2500 Wildcat Dr, Lincoln, NE 68521",756325094,Mustang
"$31,795",,"29,050 miles", Gasoline, Glacier White, Gray, RWD, 5-Speed Automatic, V6, 1N6BF0LY1HN807941,New 2017 Nissan SV,"1025 SE Oldham Pkwy, Lee's Summit, MO 64081",722483803,Model Unknown
"$13,998",,7 miles, Gasoline, Ingot Silver, Charcoal Black, FWD, 6-Speed Automatic with Auto-Shift, 1.6L I4 16V MPFI DOHC, 3FADP4BJ6JM146711,New 2018 Ford Fiesta SE,"807 Southwest Blvd, Jefferson City, MO 65109",751728118,Fiesta
"$31,705",,, Gasoline, Shadow Black, Ebony, RWD, 10-Speed Automatic, 2.3L I4 16V GDI DOHC Turbo, 1FA6P8TH0K5134654,New 2019 Ford Mustang,"255 John Deere Dr, Moscow Mills, MO 63362",751763029,Mustang
"$19,237",,10 miles, Gasoline, Oxford White, Ebony, FWD, 6-Speed Automatic, 1.5L I4 16V GDI DOHC Turbo, 3FA6P0HD8JR229983,New 2018 Ford Fusion SE,"9809 Indianapolis Blvd, Highland, IN 46322",740126520,Fusion
"$38,868",,3 miles, Gasoline, Oxford White, Charcoal, Rear Wheel Drive, Automatic, 3.5L V6 Turbocharged, 1FTBW2CG3JKA78788,New 2018 Ford Transit-350 Base,"8501 N Boardwalk Ave, Kansas City, MO 64154",732241694,Transit-350
"$12,997",,"132,434 miles", Gasoline, Silver Birch Metallic, Gray, AWD, Automatic, 5.3L, 1GDFH15T751187410,Used 2005 GMC YF7 Upfitter,"17651 Oak Park Ave, Tinley Park, IL 60477",750681703,Model Unknown
"$19,431",,12 miles, Gasoline, Diamond White - White, Medium Stone Cloth, Four Wheel Drive, Automatic, 2.0L, MAJ6P1SL3JC207586,New 2018 Ford EcoSport S,"7466 S Lindbergh Blvd, St. Louis, MO 63125",745028770,EcoSport
"$23,347",,3 miles, Electric, Lightning Blue, Ebony, FWD, eCVT, I4, 3FA6P0LUXJR274303,New 2018 Ford Fusion Hybrid SE,"1940 E Main St, Waukesha, WI 53186",744899775,Fusion Hybrid
"$19,695",,"27,384 miles", Gasoline, Bronze Fire Metallic Tint, CHARCOAL BLACK LEATHER, ALL WHEEL, AUTOMATIC,, 3FA6P0T99GR301611,Used 2016 Ford Fusion SE,"2500 N Maple Ln, Sioux Falls, SD 57107",756315190,Fusion
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"$33,000",,"19,351 miles", Gasoline, Ingot Silver Metallic, Charcoal, RWD, 6-Speed Automatic with Overdrive, EcoBoost 3.5L V6 GTDi DOHC 24V Twin Turbocharged, 1FBAX2CG9JKA74502,Used 2018 Ford Transit-350 XLT,"4501 South 4th Trafficway, Leavenworth, KS 66048",753822417,Transit-350
"$16,457",,"19,120 miles", Gasoline, Gray,, FWD, 6-Speed Automatic, 1.5L I4 16V GDI DOHC Turbo, 3FA6P0HD6GR201690,Certified 2016 Ford Fusion SE,"1196 Milwaukee Ave, Burlington, WI 53105",749664100,Fusion
"$33,993",,11 miles, E85 Flex Fuel, Oxford White, Pewter, RWD, 6-Speed Automatic, 3.7L V6 24V MPFI DOHC, 1FTYR2CM9KKA04851,New 2019 Ford Transit-250 Base,"807 Southwest Blvd, Jefferson City, MO 65109",750256538,Transit-250
"$27,988",,"31,591 miles", Gasoline, Oxford White, Pewter, RWD, Automatic, V-6 3.7L, 1FBZX2ZM8HKA97571,Used 2017 Ford XLT,"2777 Snelling Ave N, Roseville, MN 55113",746746897,Model Unknown
"$44,810",,200 miles, Gasoline, Magnetic Metallic, Ebony Black, 4WD, 6-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 1FM5K8GT6JGB41271,New 2018 Ford Explorer sport,"100 E Washington St, Millstadt, IL 62260",742173214,Explorer
"$35,205",,, Gasoline, Dark Sky Metallic, Medium Pewter, RWD, 8-Speed Shiftable Automatic, 6 Cylinder, 1GTW7AFP7K1159417,"New 2019 GMC RWD 2500 135""","3209 W Lincoln Hwy, Merrillville, IN 46410",753054777,Model Unknown
"$13,831",,5 miles, Gasoline, Magnetic Metallic, Cloth Standard Bucket Seats Charcoal Black, FWD, 6-Speed Auto-Shift Manual w/OD, Regular Unleaded I-4 2.0 L/122, 1FADP3K20JL273099,New 2018 Ford Focus SE,"9401 N Milwaukee Ave, Niles, IL 60714",732145413,Focus
"$31,004",,1 miles, Gasoline, Stone Gray, Dune, AWD, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 2FMPK4G99KBB09736,New 2019 Ford Edge SE,"1000 Chippewa Crossing Blvd, Chippewa Falls, WI 54729",754006115,Edge
"$22,995",,"3,876 miles", Gasoline,,, RWD,, 2.3 L, 1FA6P8TH9J5159583,Used 2018 Ford Mustang EcoBoost,"7920 US-24, Manhattan, KS 66502",755032203,Mustang
"$66,888",,51 miles, Diesel, White, Black, 4WD, 6-Speed Automatic, 6.7L V8 32V DDI OHV Turbo Diesel, 1FT8W3BT8KED08419,New 2019 Ford F-350 Lariat Super Duty,"7300 28th Ave, Newhall, IA 52315",753024517,F-350
"$42,244","$42,244",, Gasoline, White Platinum,, AWD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 2FMPK4K83JBC50153,New 2018 Ford Edge Titanium,"101 Hwy. 16 Frontage Road, Watertown, WI 53094",744948861,Edge
"$7,997","$7,997","116,283 miles", E85 Flex Fuel, Tuxedo Black Metallic, Medium Light Stone, FWD, Automatic, 3.0L V6, 3FAHP0JGXBR286426,Used 2011 Ford Fusion SEL,"10401 Woodcrest Dr NW, Minneapolis, MN 55433",753055564,Fusion
"$27,513","$27,513",5 miles, Gasoline, White,, FWD, 8-Speed Automatic, 2.0L I4 16V GDI DOHC, NM0GE9F22K1390302,New 2019 Ford Transit Connect XLT,"1508 Morrissey Dr, Bloomington, IL 61701",749079838,Transit Connect
"$43,624","$43,624",14 miles, E85 Flex Fuel, Oxford White, Medium Earth Gray, 4WD, 6-Speed Automatic, 6.2L V8 16V MPFI SOHC Flexible Fuel, 1FT7X2B67KEC68220,New 2019 Ford F-250 XLT,"1330 301st Ave NE, Isanti, MN 55040",750517575,F-250
"$49,123","$49,123",5 miles, Gasoline, Ingot Silver, Ebony, 4WD, 10-Speed Automatic, EcoBoost 3.5L V6 GTDi DOHC 24V Twin Turbocharged, 1FMJK1JT2JEA39167,New 2018 Ford Expedition Max XLT,"1820 Vandalia St, Collinsville, IL 62234",738294962,Expedition Max
$700,$700,"131,707 miles", Gasoline, Silver , Gray ,, Gray , 3.0L V6 Cylinder Engine, 1FAFP56S1YG203886,Used 2000 Ford Taurus SEL,"2741 Belvidere Rd, Waukegan, IL 60085",750287755,Taurus
"$14,990","$14,990","107,855 miles", Gasoline, Black, Tan, AWD, Automatic 6-Speed, 3.5L V6 Twin Turbocharger, 2FMHK6DTXDBD00326,Used 2013 Ford Flex Limited w/EcoBoost,"3317 Durand Ave, Racine, WI 53405",755214528,Flex
"$11,488","$11,488","32,255 miles", E85 Flex Fuel, Magnetic, Charcoal Black, FWD, 6-Speed Automatic with Auto-Shift, 2.0L I4 16V GDI DOHC Flexible Fuel, 1FADP3F23FL353160,Used 2015 Ford Focus SE,"1508 Morrissey Dr, Bloomington, IL 61701",753580823,Focus
,"$38,385",1 miles, Gasoline, Oxford White, Pewter, RWD, 6-Speed Automatic w/OD, Regular Unleaded V-6 3.7 L/228, 1FTYR2CMXKKA14420,New 2019 Ford Transit-250 Base,"1333 Park Ave West, Highland Park, IL 60035",752136948,Transit-250
,"$49,997","31,958 miles", Diesel, Shadow Black, Black, 4WD, TorqShift 6-Speed Automatic, 6.7L POWERSTROKE TURBODIESEL V8, 1FT8W3BT7GEB57421,Used 2016 Ford F-350 Lariat,"536 S Seymour St, Fond du Lac, WI 54935",754083047,F-350
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,"$19,389",6 miles, E85 Flex Fuel, Shadow Black, Charcoal Black, FWD,,,,,,,
,"$37,100",2 miles, E85 Flex Fuel, Oxford White, Pewter, RWD,,,,,,,
,"$34,376",5 miles, Gasoline, Lightning Blue, Medium Earth Gray, 4WD,,,,,,,
,"$50,740",, E85 Flex Fuel, Shadow Gray Metallic, JET BLACK,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,"$30,498",6 miles, Gasoline, Blue, Ebony Black, 4WD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 1FM5K8D88JGC72055,New 2018 Ford Explorer XLT,"3538 Hwy 61 W, Red Wing, MN 55066",746265836,Explorer
,"$12,500","36,580 miles", E85 Flex Fuel, Gray,, FWD,, 2.0L I4 16V GDI DOHC Flexible Fuel, 1FADP3F20GL321199,Used 2016 Ford Focus SE,"814 Highway 183, Alma, NE 68920",733720165,Focus
"$27,014","$27,014",39 miles, Gasoline, White Gold,, AWD, Automatic, 3.5L V6, 2FMPK4J88JBC55852,New 2018 Ford Edge SEL,"1201 Highway 3 South, Northfield, MN 55057",749213265,Edge
"$20,500",,"23,132 miles", Gasoline, Silver,, 4WD, 6-Speed Automatic, 1.5L I4 16V GDI DOHC Turbo, 1FMCU9JDXHUA30775,Used 2017 Ford Escape Titanium,"1000 Summit Ave, Oconomowoc, WI 53066",745435672,Escape
"$33,180",,10 miles, Gasoline, White Platinum Metallic Tri-Coat, Ebony, AWD, Automatic,4, 2FMPK4J98JBC60686,New 2018 Ford Edge SEL,"3601 Singing Hills Blvd, Sioux City, IA 51106",753606498,Edge
"$64,044",,, Diesel, Oxford White, Black / Dark Marsala, 4WD, 6-Speed Automatic, Power Stroke 6.7L V8 DI 32V OHV Turbodiesel, 1FT8W3BT7KEC08781,New 2019 Ford F-350 Lariat,"2020 Crest View Dr, Hudson, WI 54016",755210995,F-350
"$13,000",,"75,632 miles", Gasoline, Deep Impact Blue Metallic, Charcoal Black, FWD, 6-Speed Automatic with Select-Shift, 3.5L V6 Ti-VCT, 2FMDK3GCXEBA54100,Used 2014 Ford Edge SE,"201 Nebraska Ave, Columbia, MO 65203",751103253,Edge
"$29,271",,11 miles, Gasoline, Oxford White, DK EARTH GRY CLTH FRT ST, 4WD, 6-Speed Automatic w/OD, Regular Unleaded V-6 3.3 L, 1FTMF1EB3JFD94317,New 2018 Ford F-150 XL,"16101 S. Lincoln Hwy, Plainfield, IL 60586",746176878,F-150
"$15,766",,"2,000 miles", Gasoline, Shadow Black, Charcoal Black, FWD,, Regular Unleaded I-4 2.0 L/122, 1FADP3F28JL287181,New 2018 Ford Focus SE,"2207 North Belt Highway, Saint Joseph, MO 64506",746164898,Focus
"$24,997",,"40,002 miles", Gasoline, Magnetic Metallic, Ebony, RWD, 6-Speed Automatic, 5.0L V8 32V MPFI DOHC, 1FATP8FF0H5294913,Used 2017 Ford Mustang GT Premium,"6525 Odana Rd, Madison, WI 53719",742674884,Mustang
"$49,262",,3 miles, Diesel, Oxford White - White, Medium Earth Gray Cloth, Four Wheel Drive, Automatic, 6.7L Turbocharged, 1FT8W3BTXJEC90777,New 2018 Ford F-350 XL,"7466 S Lindbergh Blvd, St. Louis, MO 63125",744174891,F-350
"$15,990",,"78,403 miles", Gasoline, Magnetic Metallic, Charcoal Black, AWD, Automatic, 6 Cylinder, 1FAHP2H8XFG159330,Used 2015 Ford Taurus SEL,"8055 Co Rd 75, Saint Cloud, MN 56302",748757238,Taurus
"$34,990",,11 miles, Gasoline, Magma Red, Medium Earth Gray, 4WD, 10-Speed Automatic, EcoBoost 2.7L V6 GTDi DOHC 24V Twin Turbocharged, 1FTEX1EP4JKG12320,New 2018 Ford F-150 XLT,"4501 South 4th Trafficway, Leavenworth, KS 66048",754814827,F-150
"$50,881",,17 miles, Gasoline, Agate Black Metallic, Ebony Black, 4WD, 6-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 1FM5K8GT7KGA45327,New 2019 Ford Explorer sport,"7520 Century Ave, Middleton, WI 53562",754201230,Explorer
"$41,761",,, Gasoline, Oxford White, Medium Earth Gray, 4WD, 10-Speed Automatic, 3.5L V6 24V PDI DOHC Twin Turbo, 1FTEW1EG7JKF41150,New 2018 Ford F-150 XLT,"2300 N Main St, Mitchell, SD 57301",746691487,F-150
"$41,192",,127 miles, E85 Flex Fuel, Stone Gray, Medium Earth Gray, 4WD, 10-Speed, 5.0L V8 Ti-VCT, 1FTEW1E53JKD01558,New 2018 Ford F-150 XLT,"1940 E Main St, Waukesha, WI 53186",743928772,F-150
"$6,999",,"65,637 miles", Gasoline, Oxford White, Black, FWD, 6-Speed Automatic with Auto-Shift, 1.6L I4 16V MPFI DOHC, 3FADP4AJ9FM225203,Used 2015 Ford Fiesta S,"1046 SW US Highway 169, Gower, MO 64454",750271658,Fiesta
"$16,431",,3 miles, Gasoline, Lightning Blue, Charcoal Black, FWD, 6-Speed Automatic with Powershift, I4, 1FADP3F26JL229960,New 2018 Ford Focus SE,"11700 Gravois Rd, St Louis, MO 63127",747115678,Focus
"$27,999",,"45,872 miles", Gasoline, Ruby Red Metallic Tinted Clearcoat, Ebony Black, 4WD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 1FM5K8F80HGC38795,Used 2017 Ford Explorer Limited,"1001 Hoffman Dr NW, Owatonna, MN 55060",747459337,Explorer
"$45,490",,, Gasoline, Magnetic Metallic, Ebony, 4WD, Automatic, Intercooled Turbo Regular Unleaded I-4 2.3 L/140, 1FTER4FH7KLA01440,New 2019 Ford Ranger LARIAT,"18834 W Grand Ave, Lake Villa, IL 60046",750564345,Ranger
"$42,904",,, Gasoline, White Platinum,, 4WD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 1FM5K8D81KGA41466,New 2019 Ford Explorer XLT,"2020 8th St. South, Brookings, SD 57006",755520082,Explorer
"$16,990",,"42,950 miles", E85 Flex Fuel, Burgundy,, FWD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC Flexible Fuel, 1FAHP2F87FG130175,Used 2015 Ford Taurus Limited,"299 E. State ,Route 115, Herscher, IL 60941",755616712,Taurus
"$22,798",,8 miles, Gasoline, Ruby Red Metallic Tinted Clearcoat, Ebony Black, 4WD, Automatic 6-Speed, 2.0L 4 cyls, MAJ6P1UL1JC235075,New 2018 Ford EcoSport SE,"123 Airport Rd, Ames, IA 50010",753351552,EcoSport
"$57,745",,8 miles, Gasoline, Ingot Silver, Black, 4WD, Automatic, 6 Cylinder, 1FTEW1EG2JKF56722,New 2018 Ford F-150 Lariat,"2406 N Jefferson Way, Indianola, IA 50125",749884107,F-150
"$25,495",,12 miles, Gasoline, Blue Metallic, Light Putty, FWD, 6-Speed Automatic, 1.5L I4 16V GDI DOHC Turbo, 3FA6P0HD5KR114548,New 2019 Ford Fusion SE,"2020 8th St. South, Brookings, SD 57006",752608261,Fusion
"$16,320",,2 miles, Gasoline, Magnetic, Charcoal Black, FWD, 6-Speed Automatic with Powershift, I4, 1FADP3H20JL285485,New 2018 Ford Focus SEL,"4201 S. 27th Street, Milwaukee, WI 53221",731051043,Focus
"$28,135",,6 miles, E85 Flex Fuel, Baltic Sea Green Metallic, Medium Light Stone, 4WD, 6-Speed Automatic, 1.5L I4 16V GDI DOHC Turbo Flexible Fuel, 1FMCU9HD5KUA13881,New 2019 Ford Escape SEL,"2072 State Highway 9 West , Decorah, IA 52101",753337579,Escape
"$64,820",,, Gasoline, Shadow Black, Medium Stone, 4WD, 10-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 1FMJK1JT2JEA64019,New 2018 Ford Expedition Max XLT,"900 Bernadette Dr, Columbia, MO 65203",750464231,Expedition Max
"$11,988",,"18,421 miles", Gasoline, Red,, FWD,, 2.0L I4 16V GDI DOHC, 1FADP3F22EL335134,Used 2014 Ford Focus SE,"3440 Tribeca Dr, Middleton, WI 53562",754152410,Focus
"$18,990",,"59,769 miles", Gasoline, Shadow Black, Ebony, RWD, 6-Speed Automatic, 2.3L I4 16V GDI DOHC Turbo, 1FATP8UH6G5295910,Used 2016 Ford Mustang EcoBoost Premium,"3465 Progress Pkwy, Granite City, IL 62040",752559609,Mustang
"$36,242",,, Gasoline, Magnetic, Ebony, RWD, 6-Speed Manual, 8 Cylinder, 1FA6P8CF5K5108937,New 2019 Ford Mustang GT,"2020 Kratky Rd, St. Louis, MO 63114",746425887,Mustang
"$18,667",,"2,002 miles", Gasoline, Burgundy Velvet Metallic Tinted Clearcoat, Ebony, FWD, 6-Speed Automatic, 1.5L I4 16V GDI DOHC Turbo, 3FA6P0HD6JR255871,New 2018 Ford Fusion SE,"2600 Rt. 34 East, Sandwich, IL 60548",750254681,Fusion
"$9,217",,"89,268 miles", Hybrid, Ruby Red Metallic Tinted Clearcoat, Medium Light Stone, FWD, Automatic CVT, 2.0L I4 16V MPFI DOHC Hybrid, 1FADP5AU3EL502279,Used 2014 Ford C-Max Hybrid SE,"3200 S. Outer Rd, Blue Springs, MO 64015",755407266,C-Max Hybrid
"$19,861",,"27,343 miles", Gasoline, Shadow Black, Ebony, FWD, 6-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 3FA6P0K93HR156195,Used 2017 Ford Fusion Titanium,"2501 N Elston Ave, Chicago, IL 60647",755710789,Fusion
"$22,830",,"64,643 miles", Gasoline, Magnetic Metallic, Charcoal Black, AWD, Automatic, 3.5 L, 2FMHK6D85GBA05988,Used 2016 Ford Flex Limited,"3450 S 9th St, Salina, KS 67401",751877896,Flex
"$54,793",,, Diesel, Shadow Black, Medium Earth Gray, 4WD, 6-Speed Automatic, 6.7L V8 32V DDI OHV Turbo Diesel, 1FT7W2BTXJED00469,New 2018 Ford F-250 XLT,"2860 S Noland Rd, Independence, MO 64055",743434178,F-250
"$20,790",,"17,156 miles", Gasoline, Ruby Red Metallic Tinted Clearcoat, Ebony, RWD, Automatic, 4 Cylinder, 1FA6P8TH6G5260640,Used 2016 Ford Mustang EcoBoost,"2406 N Jefferson Way, Indianola, IA 50125",752849763,Mustang
"$17,268",,3 miles, Gasoline, White Gold Metallic,, FWD,, 2.0L I4 16V GDI DOHC, 1FADP3F21JL270478,New 2018 Ford Focus SE,"1651 E College Dr, Marshall, MN 56258",730330791,Focus
"$14,000",,"42,979 miles", Gasoline, Ruby Red Tinted Clearcoat, Charcoal Black, FWD, 6-Speed Automatic, 1.5L I4 16V GDI DOHC Turbo, 3FA6P0HD7FR111902,Used 2015 Ford Fusion SE,"716 N 102nd St, Omaha, NE 68114",752154232,Fusion
"$31,700",,"28,305 miles", Gasoline, Oxford White, Pewter, RWD, 6-Speed Automatic, 3.7L V6 24V MPFI DOHC, 1FTYR2XM3JKA10914,Used 2018 Ford Transit-250 Base,"7128 F St., Omaha, NE 68117",745930699,Transit-250
"$25,015",,, Gasoline, Blue Metallic,, FWD, 6-Speed Automatic, 1.5L I4 16V GDI DOHC Turbo, 3FA6P0HD5KR133732,New 2019 Ford Fusion SE,"1819 SE Marshall St, Boone, IA 50036",751397307,Fusion
"$20,490",,"93,871 miles", Gasoline, White Platinum Metallic Tri-Coat, Chaparral/Pale Adobe, 4WD, 6-Speed Automatic Electronic, EcoBoost 3.5L V6 GTDi DOHC 24V Twin Turbocharged, 1FTFW1ET8BKD29473,Used 2011 Ford F-150 King Ranch,"561 Theater Rd, Onalaska, WI 54650",750485283,F-150
"$35,790",,, Gasoline, Radiant Silver Metallic, LIGHT PLATINUM / JET BLACK,, TRANSMISSION,, 1GYAZAR47KF101634,New 2019 Cadillac Luxury,"4190 N Service Rd, Saint Peters, MO 63376",754505915,Model Unknown
"$63,591",,, Gasoline, Magnetic, Ebony, 4WD, 10-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 1FMJK1JTXKEA07780,New 2019 Ford Expedition Max XLT,"101 2nd St, Huron, SD 57350",756022017,Expedition Max
"$19,389",,6 miles, E85 Flex Fuel, Shadow Black, Charcoal Black, FWD, 6-Speed Automatic with Auto-Shift, 2.0L I4 16V GDI DOHC Flexible Fuel, 1FADP3J21JL228044,New 2018 Ford Focus Titanium,"3021 W Washington St, West Bend, WI 53095",734235840,Focus
"$37,100",,2 miles, E85 Flex Fuel, Oxford White, Pewter, RWD, 6-Speed Automatic, 3.7L V6 24V MPFI DOHC, 1FTYR1YM5KKA04848,New 2019 Ford Transit-250 Base,"255 John Deere Dr, Moscow Mills, MO 63362",749948804,Transit-250
"$34,376",,5 miles, Gasoline, Lightning Blue, Medium Earth Gray, 4WD, 10-Speed, EcoBoost 2.7L V6 GTDi DOHC 24V Twin Turbocharged, 1FTEW1EP6JKF69389,New 2018 Ford F-150 XL,"2211 W Pioneer Pkwy, Peoria, IL 61615",755341422,F-150
"$50,740",,, E85 Flex Fuel, Shadow Gray Metallic, JET BLACK,," TRANSMISSION, 8-SPEED AUTOMATIC",, 1GCUYEED7KZ139947,New 2019 Chevrolet Silverado Short Crew 1500 4WD,"802 Genesis Dr, Orfordville, WI 53576",754480586,Model Unknown
"$64,750",,17 miles, E85 Flex Fuel, Magnetic, Black, 4WD,, 5.0L V8 Ti-VCT, 1FTEW1E51JFE41424,New 2018 Ford F-150 Platinum,"4355 W Jefferson St, Shorewood, IL 60404",749466995,F-150
"$13,895",,"6,209 miles", Gasoline, White, Black, FWD, Manual 6-Speed, 1.6L I4 Turbocharger, 3FADP4GX1GM143348,Used 2016 Ford Fiesta ST,"735 1st Ave E, Shakopee, MN 55379",737465687,Fiesta
"$16,764",,"11,498 miles", Hybrid, Black,, Front Wheel Drive, E-CVT Automatic, I4 Hybrid, 3FA6P0LU7GR288474,Used 2016 Ford Fusion Hybrid SE,"2727 E Layton Ave, Cudahy, WI 53110",742234083,Fusion Hybrid
"$22,258",,, Gasoline, Diamond White, Medium Light Stone, 4WD, 6-Speed Automatic, 2.0L I4 16V GDI DOHC, MAJ6P1SL3JC228177,New 2018 Ford EcoSport S,"3401 So Expressway, Council Bluffs, IA 51501",750715511,EcoSport
"$17,990",,"23,500 miles", Gasoline, Black,, FWD, 6-Speed Automatic w/OD, Intercooled Turbo Regular Unleaded I-4 2.0 L/122, 3FA6P0H95HR246178,Used 2017 Ford Fusion SE,"500 Fairlane Dr, East Peoria, IL 61611",745518462,Fusion
"$46,319",,78 miles, Gasoline, Shadow Black, Medium Earth Gray, 4WD, 10-Speed Automatic, 5.0L V8 32V PDI DOHC, 1FTEW1E53JFE41313,New 2018 Ford F-150 XLT,"8100 W 159th St, Orland Park, IL 60462",748877995,F-150
"$60,475",,, Gasoline, Shadow Black, Ebony, 4WD, 10-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 1FMJK1JT7JEA28603,New 2018 Ford Expedition Max XLT,"3100 E Jackson St, Macomb, IL 61455",729083795,Expedition Max
"$15,296",,"8,628 miles", Gasoline, Ruby Red Metallic Tinted Clearcoat, Charcoal Black, FWD, 6-Speed Automatic with Powershift, 2.0L 4-Cylinder DGI DOHC, 1FADP3J23FL323969,Used 2015 Ford Focus Titanium,"2245 SW Topeka Blvd, Topeka, KS 66611",752052949,Focus
"$31,995",,"1,735 miles", Gasoline, Ingot Silver Metallic, Ebony, AWD, Automatic, Intercooled Turbo Premium Unleaded I-4 2.0 L/122, 2FMPK4J91JBB37943,Used 2018 Ford Edge SEL,"1602 Silver Street, Ashland, NE 68003",755013812,Edge
"$18,490",,, Gasoline, Magnetic,, FRONT WHEEL, AUTOMATIC, 2.5L 4 Cyl. Gas, 3FA6P0G73JR167369,New 2018 Ford Fusion S,"101 W Cherry Street, Vermillion, SD 57069",724258126,Fusion
"$28,375",,, Gasoline, Moondust Silver Metallic, Ebony, 4WD, 6-Speed Automatic, 2.0L I4 16V GDI DOHC, MAJ6P1CLXJC244617,New 2018 Ford EcoSport SES,"4545 Merle Hay Rd, Des Moines, IA 50310",754343167,EcoSport
"$36,957",,10 miles, Gasoline, Oxford White, Ebony Black, AWD, Shiftable Automatic, 6 Cylinder, 3FA6P0VP6KR108983,New 2019 Ford Fusion Sport,"185 Roosevelt Rd, St Cloud, MN 56301",752774000,Fusion
"$26,594",,"40,472 miles", Gasoline, Silver, Dune, FWD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 2FMGK5D83HBA05236,Used 2017 Ford Flex Limited,"1231 E Geneva St, Delavan, WI 53115",750606839,Flex
"$22,813",,"38,954 miles", Gasoline, Bronze Fire,, AWD, 6-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 2FMTK4J91FBB99204,Used 2015 Ford Edge SEL,"1819 SE Marshall St, Boone, IA 50036",742219870,Edge
"$60,675",,56 miles, Diesel, Oxford White, Black, 4x4, 10-Speed, V-6 cyl, 1FTFW1E19JFD94337,New 2018 Ford F-150 4WD SuperCrew Box,"2850 Valley W Ct, Clinton, IA 52732",747135722,F-150
"$46,930",,8 miles, Gasoline, White, Medium Stone, 4WD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 1FM5K8F89JGC13982,New 2018 Ford Explorer Limited,"8050 N Church Rd, Kansas City, MO 64158",742225215,Explorer
"$38,999",,5 miles, Gasoline, Magnetic, Medium Earth Gray, 4WD, 10-Speed Automatic, 5.0L V8 32V PDI DOHC, 1FTFX1E54JKG05693,New 2018 Ford F-150 XLT,"1001 Hoffman Dr NW, Owatonna, MN 55060",751959256,F-150
"$53,435",,, E85 Flex Fuel, Silver Ice Metallic, JET BLACK,," TRANSMISSION, 8-SPEED AUTOMATIC",, 1GCUYGED4KZ120753,New 2019 Chevrolet Silverado Short Crew 1500 4WD,"117 W Second, Holstein, IA 51025",754565561,Model Unknown
"$32,576",,"3,636 miles", Gasoline, White, Ebony Black, FWD, 6-Speed Automatic, 2.3L I4, 1FM5K7DH6JGC31773,New 2018 Ford Explorer XLT,"1234 E. Geneva Street, Delavan, WI 53115",741933268,Explorer
"$5,626",,"96,051 miles", Gasoline, Alloy Metallic, Pebble, FWD, 4-Speed Automatic, 4.2L V6 12V MPFI OHV, 2FMZA52297BA04648,Used 2007 Ford Freestar SEL,"8961 Red Arrow Hwy, Bridgman, MI 49106",754214203,Freestar
"$58,820","$58,820",, E85 Flex Fuel, Satin Steel Metallic, JET BLACK,," TRANSMISSION, 8-SPEED AUTOMATIC",, 1GTU9DED7KZ147425,New 2019 GMC Sierra Short Box Crew 1500 4WD,"2008 N Belt Hwy, St Joseph, MO 64506",754590110,Model Unknown
,"$19,672","13,323 miles", Gasoline, Ruby Red Metallic Tinted Clearcoat, Charcoal Black, AWD, 6-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 3FA6P0T96GR355822,Used 2016 Ford Fusion SE,"13400 Wayzata Blvd, Hopkins, MN 55305",755043856,Fusion
,"$65,840",5 miles, Gasoline, Black,, 4WD, Automatic, 3.5 L, 1FMJK1JT1JEA61046,New 2018 Ford Expedition Max XLT,"2839 N Court Rd, Ottumwa, IA 52501",746731491,Expedition Max
"$19,792","$19,792","25,191 miles", Gasoline, Shadow Black, Charcoal Black, 4WD, 6-Speed A/T, 1.6L 4 Cyl., 1FMCU9GX4GUB34999,Certified 2016 Ford Escape SE,"9700 Lyndale Ave S, Minneapolis, MN 55420",754897541,Escape
