price,price2,miles,fuel type,exterior color,interior color,drivetrain,transmission,engine,VIN,name,seller_address,id,model_name
"$21,036",,10 miles, Gasoline, Ingot Silver, Ebony, FWD, 6-Speed Automatic, 4 Cylinder, 3FA6P0HD4JR255836,New 2018 Ford Fusion SE,"1642 Janesville Ave, Fort Atkinson, WI 53538",743683447,Fusion
"$22,946",,9 miles, Gasoline, G1 Shadow Black, MT CLOTH/VNL SEATS EBONY, FWD, Automatic, 1.5L 4 Cyl., 3FA6P0HD2JR256998,New 2018 Ford Fusion SE,"9700 56th Ave N, Plymouth, MN 55442",743991775,Fusion
"$41,945",,2 miles, Gasoline, Magnetic Metallic, Ebony, RWD, Automatic, 8 Cylinder, 1FA6P8CFXK5117570,New 2019 Ford Mustang GT Premium,"9423 W Lincoln Hwy, Frankfort, IL 60423",745778941,Mustang
"$36,902",,3 miles, Gasoline, Ruby Red Metallic, Black, 4WD, 10-Speed Automatic, 2.7L V6 24V PDI DOHC Twin Turbo, 1FTEX1EP6JKE14693,New 2018 Ford F-150 XLT,"2701 W Oakland Ave, Austin, MN 55912",732210855,F-150
"$41,997",,"91,941 miles", Diesel, White, Black, 4WD, Automatic, 6.7L V8 OHV 16V DIESEL, 1FT7W2BT8FEA62774,Used 2015 Ford F-250 Lariat Crew Cab 4WD,"911 Westwood Dr., De Witt, IA 52742",753784896,F-250
"$14,467",,"27,539 miles", Gasoline, Shadow Black, Charcoal Black, FWD, Automatic, 4 Cylinder, 3FADP4CJ0HM123837,Used 2017 Ford Fiesta Titanium,"2700 Decker Dr, Rice Lake, WI 54868",735541079,Fiesta
"$25,947",,3 miles, Gasoline, Magnetic Metallic,, AWD, 6-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 2FMPK4G97JBC47290,New 2018 Ford Edge SE,"3633 N 72nd St, Omaha, NE 68134",745134691,Edge
"$5,895",,"58,786 miles", Gasoline, Silver, Gray, RWD, Automatic, 3.8L V6 OHV 12V, 1FAFP4046YF305405,Used 2000 Ford Mustang Base,"12820 W Clyde Ct, New Lenox, IL 60451",755537355,Mustang
,,"14,469 miles", Hybrid, Ruby Red Metallic Tinted Clearcoat, Charcoal Black, FWD, Automatic CVT, 2.0L I4 16V MPFI DOHC Hybrid, 1FADP5BU5GL105738,Used 2016 Ford C-Max Hybrid SEL,"815 E. Golf Rd., Schaumburg, IL 60173",755916249,C-Max Hybrid
"$19,912",,"6,631 miles", Hybrid, Ruby Red Metallic Tinted Clearcoat, Medium Light Stone, FWD, Automatic CVT, 2.0L I4 16V MPFI DOHC Hybrid, 1FADP5AUXHL112994,Used 2017 Ford C-Max Hybrid SE,"2072 State Highway 9 West , Decorah, IA 52101",755657527,C-Max Hybrid
"$34,500",,"15,090 miles", E85 Flex Fuel, White,,, 6-Speed Automatic, 6.2L V8, 1FDRF3H67BEB32657,Used 2011 Ford F-350 DRW,"6900 McCormick Blvd, Lincolnwood, IL 60712",743441592,F-350
"$27,993",,7 miles, Gasoline, Magnetic, Ebony, RWD, 10-Speed Automatic, 2.3L I4 16V GDI DOHC Turbo, 1FA6P8THXK5123225,New 2019 Ford Mustang EcoBoost,"807 Southwest Blvd, Jefferson City, MO 65109",749965326,Mustang
"$9,495",,"120,738 miles", Gasoline, White, Gray, FWD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 1FAHP2EW7BG143728,Used 2011 Ford Taurus SEL,"710 W 9th St N, Ladysmith, WI 54848",745811762,Taurus
"$33,000",,"16,070 miles", Gasoline, Red, Black, AWD, 6-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 2FMHK6DT3FBA13641,Used 2015 Ford Flex Limited w/EcoBoost,"910 N Wisconsin, Elkhorn, WI 53121",755651489,Flex
"$53,900",,"24,091 miles", Gasoline, Silver, Black, 4WD, 10-Speed Automatic w/OD, Twin Turbo Regular Unleaded V-6 3.5 L/213, 1FMJK1JTXJEA26781,Used 2018 Ford Expedition XLT,"510 Factory Outlet Dr, Story City, IA 50248",753470641,Expedition
"$33,110",,9 miles, Gasoline, Oxford White, Medium Earth Gr, 4WD, Automatic, 2.7 L, 1FTEX1EP9JKF76219,New 2018 Ford F-150 XL,"1910 W Jesse James Rd, Excelsior Springs, MO 64024",752276013,F-150
"$28,440",,2 miles, Gasoline, Ruby Red Metallic Tinted Clearcoat, Charcoal Black, 4WD, AUTOMATIC, 4 Cylinder Engine 1.5L, 1FMCU9GDXJUD05140,New 2018 Ford Escape SE,"2500 N Main St, Madison, NE 68748",744993154,Escape
"$14,950",,"36,262 miles", Gasoline, Black,, FWD,, 2.5L I4 16V MPFI DOHC, 1FA6P0H71E5392378,Used 2014 Ford Fusion SE,"1775 4th St SW, Waverly, IA 50677",743079722,Fusion
"$31,000",,"19,840 miles", E85 Flex Fuel, White,, RWD, 6-Speed Automatic, 3.7L V6 24V MPFI DOHC, 1FBZX2YM9HKB16565,Used 2017 Ford Transit-350,"3900 Alexandria Drive, Waterloo, IA 50702",755577037,Transit-350
"$17,040",,4 miles, Gasoline, Moondust Silver Metallic, Medium Stone, 4WD, 6-Speed Automatic w/OD, Regular Unleaded I-4 2.0 L/122, MAJ6P1SL6JC225404,New 2018 Ford EcoSport S,"3930 Franklin St, Michigan City, IN 46360",748357623,EcoSport
"$44,370",,23 miles, Gasoline, White,, 4WD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 1FM5K8D8XKGA08790,New 2019 Ford Explorer XLT,"2546 U.S. 30, Blair, NE 68008",753902252,Explorer
"$65,275",,"73,797 miles", Gasoline, White Platinum Tri-Coat Metallic, Ebony, 4WD, 6-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 1FMJU1MT9FEF36651,Used 2015 Ford Expedition Platinum,"600 2nd St W, Jordan, MN 55352",756239551,Expedition
"$38,115",,, Gasoline,,,, TRANSMISSION,, W04GV8SX4K1008490,New 2019 Buick TourX Essence (AWD),"801 Commerce Rd,P.O. Box 536, Luverne, MN 56156",754629328,Model Unknown
"$2,995",,"292,423 miles", Gasoline, Maroon,, 4WD, 4-Speed Automatic, 4.6L V8 16V MPFI SOHC, 1FMEU18W3VLC38483,Used 1997 Ford Expedition,"1416 Harlan Street, Falls City, NE 68355",749824406,Expedition
"$42,075",,5 miles, Gasoline, Blue Jeans Metallic, Cloth Charcoal, RWD, 6-Speed Automatic w/OD, Gaseous Fuel Compatible V-6 3.7 L/228, 1FBAX2CM1KKA20103,New 2019 Ford Transit-350 XL,"9401 N Milwaukee Ave, Niles, IL 60714",756062051,Transit-350
"$23,689",,5 miles, Gasoline, Smoke Metallic, Ebony Black, 4WD, 6-Speed Automatic, 2.0L I4 16V GDI DOHC, MAJ6P1UL4JC233286,New 2018 Ford EcoSport SE,"3200 S. Outer Rd, Blue Springs, MO 64015",753252748,EcoSport
"$37,724",,1 miles, E85 Flex Fuel, Oxford White, Medium Earth Gray, 4WD, 6-Speed Automatic, 6.2L V8 16V MPFI SOHC Flexible Fuel, 1FT7X2B64JEC75835,New 2018 Ford F-250 XL,"2727 E Us Highway 14, Janesville, WI 53545",741125913,F-250
"$23,634",,"35,082 miles", Gasoline, Blue Metallic, Dune, AWD, 6-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 2FMPK4J95GBB88239,Used 2016 Ford Edge SEL,"5095 NE 14th St, Des Moines, IA 50213",752362777,Edge
"$14,505",,6 miles, Gasoline, Chili Pepper Red, Charcoal Black, FWD, 5-Speed Manual, 1.6L I4 16V MPFI DOHC, 3FADP4EJ5JM140930,New 2018 Ford Fiesta SE,"900 Bernadette Dr, Columbia, MO 65203",747690657,Fiesta
"$5,995",,"176,394 miles", Gasoline, Pewter,, 4WD, 4-Speed Automatic, 5.3L V8 16V MPFI OHV, 1GCEK19T85E112610,Used 2005 Chevrolet,"112 E Minnesota St, Le Center, MN 56057",727580269,Model Unknown
"$16,048",,"2,055 miles", E85 Flex Fuel, Oxford White, Charcoal Black, FWD, 6-Speed Automatic with Auto-Shift, 2.0L I4 16V GDI DOHC Flexible Fuel, 1FADP3K23JL260489,Used 2018 Ford Focus SE,"1224 North Broadway, New Ulm, MN 56073",730746351,Focus
"$18,434",,1 miles, E85 Flex Fuel, Lightning Blue Metallic, Charcoal Black, FWD, 6-Speed Automatic with Auto-Shift, 2.0L I4 16V GDI DOHC Flexible Fuel, 1FADP3H21JL216840,New 2018 Ford Focus SEL,"13400 Wayzata Blvd, Hopkins, MN 55305",737213401,Focus
"$32,435",,1 miles, Gasoline, Magnetic, Charcoal Black, 4WD, 6-Speed Automatic w/OD, Intercooled Turbo Regular Unleaded I-4 1.5 L/91, 1FMCU9HD5JUD15976,New 2018 Ford Escape SEL,"2641 Eaton Rd, Green Bay, WI 54311",748255731,Escape
"$15,669",,"20,587 miles", Gasoline, White Platinum Tri-Coat Metallic, Ebony, FWD, 6-Speed Automatic, 2.5L I4 16V MPFI DOHC, 1FA6P0H7XG5117630,Used 2016 Ford Fusion SE,"1185 280th St W, New Prague, MN 56071",751161245,Fusion
"$40,173",,6 miles, Gasoline, Oxford White, Dark Earth Gray, 4WD, Automatic, 5.0L V8 32V PDI DOHC, 1FTEW1E58JFE74808,New 2018 Ford F-150 XLT,"131 Highway 61 North, Lancaster, WI 53813",750932204,F-150
"$29,209",,, E85 Flex Fuel, White Platinum, Charcoal Black, 4WD, 6-Speed Automatic, 1.5L I4 16V GDI DOHC Turbo Flexible Fuel, 1FMCU9HD6KUA18572,New 2019 Ford Escape SEL,"2860 S Noland Rd, Independence, MO 64055",754946616,Escape
"$42,889",,"5,127 miles", Gasoline, White Metallic, Ebony Black, 4WD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 1FM5K8D8XJGC52390,New 2018 Ford Explorer XLT,"2501 N Elston Ave, Chicago, IL 60647",746151027,Explorer
"$17,600",,"17,647 miles", E85 Flex Fuel, White Platinum Metallic Tri-Coat, Medium Soft Ceramic, Front Wheel Drive, Automatic, 2.0L 4-Cyl Engine, 1FADP3J22JL281156,Certified 2018 Ford Focus Titanium,"1010 S Milwaukee Ave, Libertyville, IL 60048",754241650,Focus
"$63,235",,3 miles, Gasoline, Shadow Black, Ebony, RWD, 6-Speed Manual, 5.2L V8 32V MPFI DOHC, 1FA6P8JZ9J5504025,New 2018 Ford Shelby GT350 Base,"2525 E Main St, St Charles, IL 60174",744078427,Shelby GT350
"$15,000",,"48,932 miles", Hybrid, Red, Black, FWD, Automatic CVT, 2.0L I4 16V MPFI DOHC Hybrid, 1FADP5BUXFL119147,Used 2015 Ford C-Max Hybrid SEL,"ONLINE ONLY - No Retail Location, Chicago, IL 60603",755831829,C-Max Hybrid
"$31,004",,1 miles, Gasoline, Stone Gray, Dune, AWD, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 2FMPK4G99KBB09736,New 2019 Ford Edge SE,"1000 Chippewa Crossing Blvd, Chippewa Falls, WI 54729",754006115,Edge
"$40,945",,, Gasoline, Oxford White, Charcoal, RWD, 6-Speed Automatic, 3.7L V6 24V MPFI DOHC, 1FTYR2XG4JKA90900,New 2018 Ford Transit-250 Base,"4545 Merle Hay Rd, Des Moines, IA 50310",735616522,Transit-250
"$7,900",,"210,339 miles", Gasoline, Red,, 4WD, 6-Speed Automatic, 5.4L V8 24V MPFI SOHC, 1FMFU18527LA88252,Used 2007 Ford Expedition Eddie Bauer,"Highway 92 West, Columbus Junction, IA 52738",735149595,Expedition
"$48,580",,"54,187 miles", Diesel, White, Black, 4WD, 6-Speed Automatic w/OD, Intercooled Turbo Diesel V-8 6.7 L/406, 1FT7W2BT7EEB56756,Used 2014 Ford F-250 4x4 Platinum 4dr Crew Cab 6.8 ft. SB Pickup,"ONLINE ONLY - No Retail Location, Des Moines, IA 50321",755774626,F-250
"$16,146",,, Gasoline, Lightning Blue, Charcoal Black, FWD, 6-Speed Automatic, 1.0L I3 12V GDI DOHC Turbo, 1FADP3FE3JL244586,New 2018 Ford Focus SE,"1624 Weston Ct, Shakopee, MN 55379",755544302,Focus
"$61,798",,, Gasoline, Shadow Black, Medium Stone, 4WD, 10-Speed Automatic, 3.5L V6, 1FMJU2AT6JEA70096,New 2018 Ford Expedition Limited,"675 Dunn Rd, Hazelwood, MO 63042",754721177,Expedition
"$29,180",,"7,615 miles", Gasoline, Black, Black, RWD, 6-Speed Manual w/OD, Premium Unleaded V-8 5.0 L/302, 1FA6P8CF8H5238588,Used 2017 Ford Mustang GT 2dr Fastback,"ONLINE ONLY - No Retail Location, Sioux Falls, SD 57104",752013336,Mustang
"$14,498",,"92,212 miles", Gasoline, Red,, AWD," Auto, 6-Spd SelShft"," V6, 3.5 Liter", 2FMDK4JCXEBA79464,Used 2014 Ford Edge SEL,"2750 S. 23rd Ave, Blair, NE 68008",750642739,Edge
"$23,735",,, Gasoline, Oxford White, Medium / Light Stone, FWD, 6-Speed Automatic, 2.5L I4 16V MPFI DOHC, 3FA6P0G79KR114130,New 2019 Ford Fusion S,"4545 Merle Hay Rd, Des Moines, IA 50310",754108444,Fusion
"$28,239",,5 miles, Gasoline, Ruby Red, Ebony, RWD, 10-Speed Automatic, EcoBoost 2.3L I4 GTDi DOHC Turbocharged VCT, 1FA6P8THXK5115240,New 2019 Ford Mustang EcoBoost,"1820 Vandalia St, Collinsville, IL 62234",751480507,Mustang
"$52,520",,2 miles, Gasoline, Magnetic, Earth, 4WD, 10-Speed Automatic, 3.5L V6 24V PDI DOHC Twin Turbo, 1FTEW1E40KFA42979,New 2019 Ford F-150 XLT,"2525 E Main St, St Charles, IL 60174",754789972,F-150
"$13,627",,"41,387 miles", Hybrid, Charcoal,, Front Wheel Drive, Automatic, 2.0L Atkinson-Cycle I-4 Hybrid Engine, 1FADP5CU6EL506050,Used 2014 Ford C-Max Energi SEL,"5442 Wayne Terrace, Madison, WI 53718",743369007,C-Max Energi
"$29,555",,, E85 Flex Fuel, Baltic Sea, Charcoal Black, 4WD, 6-Speed Automatic, 1.5L I4 16V GDI DOHC Turbo Flexible Fuel, 1FMCU9HD6KUA35016,New 2019 Ford Escape SEL,"3401 So Expressway, Council Bluffs, IA 51501",756077891,Escape
"$19,990",,"104,416 miles", E85 Flex Fuel, Brown, Charcoal, Automatic 6-Speed, Automatic 6-Speed, 6.2L V8, 1FT7W2B6XBEC27003,Used 2011 Ford F-250 XLT,"1317 E Bridge St, Redwood Falls, MN 56283",752391541,F-250
"$56,980",,12 miles, Diesel, Bright White Clearcoat, Diesel Gray/Black, 4WD, 6-Speed Automatic w/OD, Intercooled Turbo Diesel I-6 6.7 L/408, 3C7WRNBL9JG382887,New 2018 RAM Tradesman,"15500 W 117th St, Olathe, KS 66062",753310080,Model Unknown
"$19,942",,"69,912 miles", Gasoline, Oxford White,, 4WD, 5-Speed Automatic, 6.8L V10 30V MPFI SOHC, 1FTSW2BY9AEA52124,Used 2010 Ford F-250 XL,"2546 U.S. 30, Blair, NE 68008",755913276,F-250
"$8,998",,"55,116 miles", Gasoline, Green, Black, FWD, 5-Speed Manual, 1.6L I4 16V MPFI DOHC, 3FADP4FJ5BM111816,Used 2011 Ford Fiesta SES,"4990 I-70 North Outer Rd, St Peters, MO 63376",755722869,Fiesta
"$15,990",,"17,838 miles", E85 Flex Fuel, Ingot Silver Metallic, Charcoal Black, FWD, 6-Speed Automatic with Auto-Shift, 2.0L I4 16V GDI DOHC Flexible Fuel, 1FADP3M29JL295843,Used 2018 Ford Focus SEL,"1440 S Frederick Ave, Oelwein, IA 50662",755402858,Focus
"$26,654",,"35,855 miles", Gasoline, Gray, Ebony, FWD, Automatic, 3.5 L, 1FM5K7D84GGA33962,Used 2016 Ford Explorer XLT,"3450 S 9th St, Salina, KS 67401",751698385,Explorer
"$62,935",,, E85 Flex Fuel, Black, JET BLACK,," TRANSMISSION, 8-SPEED AUTOMATIC",, 1GCUYHED4KZ107944,New 2019 Chevrolet Silverado Short Crew 1500 4WD,"1375 Dunn Rd, Florissant, MO 63031",754481702,Model Unknown
"$7,999",,"57,576 miles", Gasoline, Black, Gray, FWD, 6-Speed Automatic with Auto-Shift, 1.6L I4 16V MPFI DOHC, 3FADP4EJ7FM171510,Used 2015 Ford Fiesta SE,"3250 N. Cicero Ave, Chicago, IL 60641",750133308,Fiesta
"$27,556",,2 miles, Gasoline, Magnetic, Ebony, AWD, 6-Speed Automatic, EcoBoost 2.0L I4 GTDi DOHC Turbocharged VCT, 2FMPK4J94JBC35641,New 2018 Ford Edge SEL,"4201 S. 27th Street, Milwaukee, WI 53221",742329994,Edge
"$24,995",,"13,124 miles", Gasoline,, Beige, FWD, 6-Speed Shiftable Automatic, EcoBoost 2.0L Turbo I4 245hp 275ft. lbs., 2FMPK3J93HBB20842,Used 2017 Ford Edge SEL,"2 Joseph Ruva Dr, Spring Valley, IL 61362",746505358,Edge
"$2,500",,"215,407 miles", Gasoline, White, Tan, FWD, Automatic 5-Speed, 2.3L I4, 3FAHP08Z79R163605,Used 2009 Ford Fusion SEL,"608 W Pearl St, Tremont, IL 61568",756044300,Fusion
"$10,500",,"56,758 miles", Gasoline, Oxfordwhite, Gray/black, 4X2, Automatic 5-Speed, 2.3L I4, 1FTYR14D68PB14146,Used 2008 Ford Ranger XLT SuperCab,"4418 Douglas Ave, Racine, WI 53402",755750637,Ranger
"$17,384",,35 miles, E85 Flex Fuel, Oxford White,, Front Wheel Drive,, 2.0L, 1FADP3F20JL258709,New 2018 Ford Focus SE,"8501 N Boardwalk Ave, Kansas City, MO 64154",750498152,Focus
"$22,956",,, Gasoline, Race Red, Ebony Black, FWD, 6-Speed Automatic, 1.0L I3 12V GDI DOHC Turbo, MAJ3P1TE0JC217544,New 2018 Ford EcoSport SE,"3233 183rd St, Homewood, IL 60430",751753827,EcoSport
"$33,212",,2 miles, Gasoline, Shadow Black, Ebony, RWD, 10-Speed Automatic, EcoBoost 2.3L I4 GTDi DOHC Turbocharged VCT, 1FA6P8TH9K5118582,New 2019 Ford Mustang EcoBoost Premium,"2245 SW Topeka Blvd, Topeka, KS 66611",755686066,Mustang
"$2,500",,"168,077 miles", Gasoline, Arizona Beige Clearcoat Metallic, Medium Parchment, FWD, 4-Speed Automatic, 3.0L V6 12V MPFI OHV, 1FAFP55U73A269471,Used 2003 Ford Taurus SES,"1100 W Center St, Eureka, IL 61530",745957972,Taurus
"$34,982",,"19,190 miles", Gasoline, Shadow Black, Ebony Black w/Perforated Leather Heated/Cooled Buc, 4WD, Automatic 6-Speed, 3.5L V6, 1FM5K8F8XJGA98955,Used 2018 Ford Explorer Limited,"123 Airport Rd, Ames, IA 50010",746537029,Explorer
"$23,208",,, Gasoline, Frozen White, Charcoal Black, FWD, 6-Speed Automatic, 2.5L I4 iVCT, NM0LS7E7XJ1378390,New 2018 Ford Transit Connect XL,"10401 Woodcrest Dr NW, Minneapolis, MN 55433",735988636,Transit Connect
"$34,990",,"60,755 miles", Gasoline, Ingot Silver, Ebony, 4WD, Automatic, 3.5L, 1FMJK2AT2HEA55658,Used 2017 Ford Expedition EL Limited,"109 N Mill St, Hortonville, WI 54944",751362953,Expedition EL
"$35,198","$35,198","48,663 miles", Gasoline, Magnetic, Ebony, 4WD, 6-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 1FMJK2AT1HEA61614,Used 2017 Ford Expedition EL Limited,"2303 W. Beltline Highway, Madison, WI 53713",751151666,Expedition EL
,"$29,545",, Hybrid, Blue Metallic, Ebony, FWD, CVT, 4 Cylinder, 3FA6P0LU6KR102593,New 2019 Ford Fusion Hybrid SE,"9423 W Lincoln Hwy, Frankfort, IL 60423",756400983,Fusion Hybrid
,"$44,370",23 miles, Gasoline, White,, 4WD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 1FM5K8D8XKGA08790,New 2019 Ford Explorer XLT,"2546 U.S. 30, Blair, NE 68008",753902252,Explorer
,"$52,611",3 miles, Gasoline, Agate Black Metallic, Medium Soft Ceramic, 4WD, 6-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 1FM5K8HT4KGA15412,New 2019 Ford Explorer Platinum,"1700 W. Silver Spring Dr, Glendale, WI 53209",751516974,Explorer
,"$18,995","90,881 miles", Gasoline, Red, Gray, RWD, Automatic, 3.7L V6 DOHC 24V, 1FBZX2YM7GKA75397,Used 2016 Ford Transit-350 Base,"8059 Harlem Ave, Burbank, IL 60459",755099079,Transit-350
,"$66,323",6 miles, Gasoline, Shadow Black, Ebony, 4WD, 10-Speed Automatic w/OD, Twin Turbo Regular Unleaded V-6 3.5 L/213, 1FMJK2AT0JEA68219,New 2018 Ford Expedition Limited,"1493 Co Rd E East, White Bear Lake, MN 55110",749092633,Expedition
,"$39,928",3 miles, Gasoline, Guard, Medium Earth Gray, 4WD, 10-Speed, EcoBoost 2.7L V6 GTDi DOHC 24V Twin Turbocharged, 1FTEW1EPXJKF88561,New 2018 Ford F-150 XLT,"1940 E Main St, Waukesha, WI 53186",755622491,F-150
,"$29,095",2 miles, E85 Flex Fuel, Oxford White, Charcoal, 4WD, 6-Speed Automatic, 1.5L I4 16V GDI DOHC Turbo Flexible Fuel, 1FMCU9GD8KUA13679,New 2019 Ford Escape SE,"2525 E Main St, St Charles, IL 60174",753256537,Escape
,"$13,831",5 miles, Gasoline, Ingot Silver Metallic, Cloth Standard Bucket Seats Charcoal Black, FWD, 6-Speed Auto-Shift Manual w/OD, Regular Unleaded I-4 2.0 L/122, 1FADP3K28JL316619,New 2018 Ford Focus SE,"9401 N Milwaukee Ave, Niles, IL 60714",734304303,Focus
,"$4,995","201,308 miles", Gasoline, Pueblo Gold Metallic, Camel, Four Wheel Drive, 6-Speed Automatic, 5.4L, 1FMFU16587LA98528,Used 2007 Ford Expedition XLT,"7402 South Adams Street, US Route 24, Bartonville, IL 61607",749686767,Expedition
,"$42,499",5 miles, Gasoline, Magnetic Metallic, Medium Earth Gray, 4WD, 10-Speed Automatic w/OD, Regular Unleaded V-8 5.0 L/302, 1FTEW1E56JKF92153,New 2018 Ford F-150 XLT,"1098 US-169, Smithville, MO 64089",753300004,F-150
,"$26,885","22,184 miles", Gasoline, Oxford White, Charcoal Black, AWD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 2FMHK6C8XGBA10119,Used 2016 Ford Flex SEL,"120 E Grant St, Spring Valley, MN 55975",756176434,Flex
,"$56,987",5 miles, Gasoline, Ingot Silver, Ebony, 4WD, 10-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 1FMJK1JT7JEA33008,New 2018 Ford Expedition Max XLT,"104 Route 173, Antioch, IL 60002",741549779,Expedition Max
,"$19,995","13,662 miles", Gasoline, Shadow Black, Ebony, RWD, 6-Speed Automatic, 3.7L V6 24V MPFI DOHC, 1FA6P8AM6H5357001,Certified 2017 Ford Mustang V6,"3233 183rd St, Homewood, IL 60430",754989274,Mustang
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"$21,994","$21,994","5,817 miles", Gasoline, Bronze Fire, Charcoal Black, AWD, 6-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 3FA6P0D99GR326331,Used 2016 Ford Fusion Titanium,"North Hwy 17, Lennox, SD 57039",739364271,Fusion
"$68,535","$68,535",, E85 Flex Fuel, White Frost Tricoat, DARK WALNUT / DARK ASH GREY,," TRANSMISSION, 10-SPEED AUTOMATIC",, 1GTU9FEL8KZ151888,New 2019 GMC Sierra Short Box Crew 1500 4WD,"1 Business Loop 70 W, Columbia, MO 65203",754505291,Model Unknown
"$70,830","$70,830",10 miles, Gasoline, Black, Black, 4WD, 10-Speed Automatic, 3.5L V6 24V PDI DOHC Twin Turbo, 1FTFW1RG6JFD73783,New 2018 Ford F-150 Raptor,"916 W St S, Grinnell, IA 50112",755580311,F-150
"$30,280","$30,280",5 miles, Gasoline, Magnetic Metallic, Charcoal, RWD, 6-Speed Automatic with Overdrive, 3.7L V6 Ti-VCT 24V, 1FTYR2CM9JKB50651,New 2018 Ford Transit-250 Base,"1820 Vandalia St, Collinsville, IL 62234",747200949,Transit-250
"$21,500","$21,500","24,642 miles", Gasoline, Ruby Red Metallic Tinted Clearcoat, Ebony, RWD, 6-Speed Automatic, 2.3L I4 16V GDI DOHC Turbo, 1FA6P8TH2H5282412,Used 2017 Ford Mustang EcoBoost Premium,"2727 W Clay St, Saint Charles, MO 63301",740620282,Mustang
"$22,674","$22,674",, Gasoline, Frozen White, Charcoal Black, FWD, 6-Speed Automatic, 2.5L I4 iVCT, NM0LS7E73J1377954,New 2018 Ford Transit Connect XL,"10401 Woodcrest Dr NW, Minneapolis, MN 55433",735988920,Transit Connect
"$24,718","$24,718",1 miles, Gasoline, Moondust Silver Metallic, Ebony Black, 4WD, 6-Speed Automatic, 2.0L I4 16V GDI DOHC, MAJ6P1CL1JC243730,New 2018 Ford EcoSport SES,"2727 E Us Highway 14, Janesville, WI 53545",755163748,EcoSport
"$14,095","$14,095",, Gasoline, Red Hot, INTERIOR TRIM,," TRANSMISSION, 5-SPEED MANUAL",, KL8CA6SA7KC701602,New 2019 Chevrolet LS 5-Door FWD,"411 NW Mock Ave, Blue Springs, MO 64014",754542165,Model Unknown
"$40,920","$40,920",, Gasoline, Red Hot, INTERIOR TRIM,, 6-SPEED AUTOMATIC TRANSMISSION,, 1GB3KYCG1HZ387362,"New 2017 Chevrolet Reg Chassis-Cab, 4WD","2845 Highway 35 W, Roseville, MN 55113",754376121,Model Unknown
"$16,250","$16,250","21,097 miles", Gasoline, Ingot Silver Metallic, Medium Light Stone, FWD, 6-Speed Automatic, EcoBoost 1.5L I4 GTDi DOHC Turbocharged VCT, 1FMCU0GD4HUA52712,Used 2017 Ford Escape SE,"4501 South 4th Trafficway, Leavenworth, KS 66048",753362764,Escape
"$14,300","$14,300","27,477 miles", Gasoline, Black, Light Gray, FWD, 6-Speed Automatic with Auto-Shift, 1.6L I4 16V MPFI DOHC, 3FADP4CJ8HM123844,Used 2017 Ford Fiesta Titanium,"ONLINE ONLY - No Retail Location, KCMO, MO 64105",755941241,Fiesta
"$24,265","$24,265",, Gasoline, Magnetic, Medium Light Stone, FWD, 6-Speed Automatic, 1.5L I4 16V GDI DOHC Turbo, 3FA6P0HD3KR114306,New 2019 Ford Fusion SE,"900 Bernadette Dr, Columbia, MO 65203",751450638,Fusion
"$18,000","$18,000","108,593 miles", E85 Flex Fuel, White Platinum Tri-Coat Metallic, Camel, 4WD, 6-Speed Automatic, 5.4L V8 24V MPFI SOHC Flexible Fuel, 1FMJK1J50CEF11371,Used 2012 Ford Expedition EL XLT,"715 S 130th Street, Bonner Springs, KS 66012",755694215,Expedition EL
"$22,488","$22,488","2,142 miles", Gasoline, Lightning Blue Metallic, Charcoal Black, Four Wheel Drive, Automatic, 1.5L 4-Cyl Engine, 1FMCU9GD7JUA99419,New 2018 Ford Escape SE,"1621 S Marquette Rd, Prairie du Chien, WI 53821",754047799,Escape
"$56,450","$56,450",10 miles, Gasoline, White Platinum Metallic Tri-Coat, Ebony Black, 4WD, Automatic,6, 1FM5K8HT4KGA41461,New 2019 Ford Explorer Platinum,"3601 Singing Hills Blvd, Sioux City, IA 51106",753976058,Explorer
"$44,798","$44,798",95 miles, Gasoline, Ingot Silver Metallic, Black, 4WD, 10-Speed Automatic, 3.5L V6 24V PDI DOHC Twin Turbo, 1FTFX1EG6JFD81370,New 2018 Ford F-150 XLT,"3624 Kohler Memorial Dr, Sheboygan, WI 53081",749947273,F-150
"$55,459","$55,459",1 miles, Diesel, Oxford White, Medium Earth Gray, 4WD, 6-Speed Automatic, 6.7L V8 32V DDI OHV Turbo Diesel, 1FT7W2BT3KEC75951,New 2019 Ford F-250 XLT,"115 Regency Park, O'Fallon, IL 62269",755132301,F-250
